item_id,audio_scope,tts_system,probe_candidate_id,case_id,human_audit_outcome,cdrd_label,primary_type,target_span,expected_reading,human_heard_reading,surface_hits,negative_hits,automatic_asr_relation,requires_transcript_review,reviewed_paraformer_relation,transcript_review_note,asr_text,error
cosyvoice_full_PCP2_0013,full_sentence,CosyVoice-300M-SFT,PCP2_0013,real_news_000442,confirmed masked,cdrd_entity,sports_score,4-1,四比一,四减一,,四减一,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,新 加 坡 大 满 贯 赛 收 观 中 国 选 手 争 夺 单 打 冠 军 新 加 坡 大 满 贯 赛 进 入 收 官 阶 段 中 国 选 手 在 单 打 项 目 表 现 出 色 女 单 决 赛 将 由 苏 颖 莎 对 阵 王 曼 宇 两 人 分 别 击 败 陈 毅 和 德 国 选 手 温 特 晋 级 男 单 方 面 王 楚 卿 以 四 减 一 战 胜 小 勒 布 伦 将 与 林 雨 汝 争 夺 冠 军 例 如 在 半 决 赛 中 四 减 二 击 败 莫 雷 加 德 重 返 巅 峰 今 晚 十 九 点 和 二 十 点 将 分 别 进 行 女 单 和 男 单 决 赛 为 本 战 比 赛 画 上 圆 满 句 号,
cosyvoice_full_PCP2_0014,full_sentence,CosyVoice-300M-SFT,PCP2_0014,real_news_000012,confirmed masked,cdrd_entity,sports_score,3-0,三比零,三减零,,三减零,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,王 一 迪 三 减 零 领 先 遭 逆 转 决 胜 局 十 月 一 日 逆 袭 申 玉 斌 重 庆 冠 军 赛 女 单 四 分 之 一 决 赛 上 演 惊 心 动 魄 大 战 王 一 迪 前 三 局 以 十 一 月 七 日 十 月 五 日 十 一 月 六 日 碾 压 式 领 先 申 玉 斌 却 在 第 四 局 开 始 遭 遇 韩 国 选 手 强 势 反 扑 申 玉 斌 连 扳 三 局 将 比 分 直 至 三 减 三 平 比 赛 被 拖 入 决 胜 局 关 键 时 刻 王 一 迪 爆 发 决 胜 局 开 场 一 度 以 十 月 一 日 领 先 最 终 十 一 月 二 日 锁 定 胜 局 总 比 分 四 减 三 险 胜 晋 级 四 强,
cosyvoice_full_PCP2_0017,full_sentence,CosyVoice-300M-SFT,PCP2_0017,real_news_000011,confirmed masked,cdrd_entity,sports_score,4-3,四比三,四减三,四比三,四减三,surface_and_negative,True,wrong_or_noncanonical_form_preserved,audited occurrence is 四减三; 四比三 occurs later,张 本 美 和 四 减 三 逆 转 快 慢 夺 得 VT 第 九 关 WT 七 重 庆 冠 军 赛 女 单 决 赛 中 十 七 岁 的 日 本 选 手 张 本 美 和 以 四 比 三 逆 转 中 国 选 手 快 慢 夺 得 冠 军 七 局 比 分 为 六 减 十 一 十 一 月 九 日 十 月 七 日 九 减 十 一 六 减 十 一 十 一 月 九 日 五 减 十 一 这 是 张 本 美 和 首 次 获 得 的 瑞 t 冠 军 赛 冠 军 也 是 其 职 业 生 涯 第 九 个 WT 冠 冠 军 世 排 排 第 五 轮 快 慢 在 赛 赛 体 体 消 消 耗 较 大 张 张 美 美 和 多 打 一 轮 比 赛 且 竞 技 过 程 中 战 胜 了 孙 颖 莎 王 一 迪 等 强 手 举 胜 局 张 美 美 和 十 一 月 五 日 锁 定 胜 利,
cosyvoice_full_PCP2_0018,full_sentence,CosyVoice-300M-SFT,PCP2_0018,real_news_000026,confirmed masked,cdrd_entity,sports_score,3-2,三比二,三减二,,三减二,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,陈 正 航 险 胜 林 仗 恒 仍 出 局 亚 洲 杯 十 六 强 无 缘 在 二 零 二 六 年 亚 洲 杯 男 单 循 环 赛 中 陈 俊 航 以 三 减 二 险 胜 零 仗 恒 五 局 比 分 为 十 一 月 五 日 六 减 十 一 八 减 十 一 十 月 七 日 十 三 减 十 一 尽 管 取 得 胜 利 陈 俊 航 仍 无 缘 十 六 强 因 雨 田 幸 使 以 三 减 一 击 败 黄 其 神 比 赛 过 程 跌 宕 起 伏 陈 俊 航 在 第 一 局 或 第 四 局 表 现 出 色 但 第 二 三 局 落 入 下 风 决 胜 趋 中 他 顽 强 拒 绝 对 手 逆 转 最 终 以 十 三 减 十 一 艰 难 取 胜,
cosyvoice_full_PCP2_0019,full_sentence,CosyVoice-300M-SFT,PCP2_0019,real_news_000370,confirmed masked,cdrd_entity,sports_score,2-1,二比一,二减一,,二减一,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,卡 利 亚 里 主 场 迎 战 莱 切 意 甲 保 级 大 战 一 触 即 发 意 甲 第 二 十 五 轮 补 赛 将 在 多 莫 斯 竞 技 场 上 演 卡 利 亚 里 主 场 迎 战 来 切 卡 利 亚 里 积 二 十 八 分 莱 切 记 二 十 一 分 两 队 均 为 保 级 而 战 首 回 合 卡 利 亚 里 二 减 一 取 胜 卡 利 亚 里 近 期 主 场 表 现 出 色 曾 击 败 罗 马 和 尤 文 来 切 上 轮 二 减 一 战 胜 乌 迪 内 斯 结 束 八 人 不 胜 两 队 都 将 以 四 二 三 负 一 阵 型 出 战 比 赛 将 于 当 地 时 间 二 十 点 四 十 五 分 开 始,
cosyvoice_full_PCP2_0020,full_sentence,CosyVoice-300M-SFT,PCP2_0020,real_news_000042,confirmed masked,cdrd_entity,sports_score,1-3,一比三,一减三,,一减三,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,活 塞 一 减 三 落 后 抢 七 逆 转 魔 术 晋 级 坎 宁 安 场 均 三 十 六 加 七 加 五 创 队 十 二 三 年 神 迹 北 京 时 间 五 月 四 日 NBA 季 后 赛 活 塞 主 场 一 百 一 十 六 减 九 十 四 大 胜 魔 术 大 比 分 四 减 三 晋 级 次 轮 成 为 历 史 第 十 五 至 一 减 三 落 后 逆 转 晋 级 的 球 队 坎 宁 安 系 列 赛 场 均 三 十 二 点 四 分 五 点 七 篮 板 七 点 一 助 攻 在 一 减 三 落 后 时 场 均 砍 下 三 十 六 点 三 分 率 队 完 成 抢 七 逆 转 这 是 活 塞 自 两 千 零 三 年 后 时 隔 二 三 年 再 次 一 减 三 落 后 魔 术 逆 转 也 是 球 队 两 千 零 八 年 后 首 次 赢 得 系 列 赛 并 晋 级 次 轮,
cosyvoice_full_PCP2_0021,full_sentence,CosyVoice-300M-SFT,PCP2_0021,real_news_000279,confirmed masked,cdrd_entity,sports_score,21-17,21比17,21减17,,,no_predefined_form,True,wrong_or_noncanonical_form_preserved,audited occurrence is 二十一减十七,国 语 三 减 一 击 败 印 度 锁 定 他 们 小 组 第 一 何 继 廷 任 翔 宇 直 落 两 局 奏 凯 两 千 零 二 十 六 汤 姆 斯 被 小 组 赛 中 国 羽 三 减 一 力 克 印 度 队 成 功 锁 定 小 组 第 一 何 继 廷 任 翔 宇 在 二 双 比 赛 中 以 二 十 一 减 十 七 二 十 一 减 十 三 直 落 两 局 击 败 对 手 此 前 领 世 峰 梁 尾 坑 王 场 分 别 在 一 单 和 一 双 取 胜 温 弘 扬 二 单 失 利 明 日 十 六 点 三 十 分 将 进 行 淘 汰 赛 抽 签 另 外 汤 杯 b 组 日 本 队 三 减 二 险 胜 马 来 西 亚 以 小 组 第 一 晋 级 淘 汰 赛,
cosyvoice_full_PCP2_0022,full_sentence,CosyVoice-300M-SFT,PCP2_0022,real_news_000280,confirmed masked,cdrd_entity,sports_score,8-8,八比八,八减八,,八减八,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,赵 欣 彤 单 杆 一 百 一 十 七 分 连 扳 三 局 八 减 八 追 平 墨 菲 世 锦 赛 四 分 之 一 决 赛 今 晚 决 胜 两 千 零 二 十 六 斯 斯 诺 克 世 锦 赛 四 分 之 一 决 赛 卫 冕 冠 军 赵 欣 彤 队 阵 前 世 界 冠 军 肖 恩 墨 菲 赵 欣 彤 首 阶 段 三 减 零 领 先 后 连 丢 五 局 以 三 减 五 落 后 第 二 阶 段 前 半 程 墨 菲 延 续 优 势 七 减 五 领 先 但 赵 欣 彤 休 息 后 状 态 回 勇 凭 借 单 杆 一 百 一 十 七 分 等 高 分 表 现 连 扳 三 局 将 总 比 分 追 成 八 减 八 平 决 胜 阶 段 将 于 今 晚 二 十 一 点 三 十 分 进 行 率 先 拿 下 五 局 者 晋 级 半 决 赛,
cosyvoice_full_PCP2_0023,full_sentence,CosyVoice-300M-SFT,PCP2_0023,real_news_000341,confirmed masked,cdrd_entity,sports_score,6-2,6比2,6减2,,,no_predefined_form,True,wrong_or_noncanonical_form_preserved,audited occurrence is 六减二,吴 一 泽 遭 艾 伦 五 连 鞭 从 六 减 二 被 追 成 七 减 七 史 施 百 分 中 局 止 颓 斯 诺 克 世 锦 赛 半 决 赛 威 泽 首 阶 段 六 减 二 领 先 马 克 艾 伦 第 二 阶 段 威 泽 手 感 下 滑 艾 伦 连 赢 五 局 完 成 反 超 期 间 轰 出 单 杆 一 百 四 十 五 分 刷 新 本 届 世 锦 赛 单 杆 最 高 分 绝 境 中 吴 一 则 鏖 战 一 百 分 钟 拿 下 史 诗 级 大 局 局 创 造 世 锦 赛 正 赛 最 长 单 局 时 长 纪 录 终 结 连 败 势 头 双 方 目 段 七 减 七 战 平 第 三 阶 段 比 赛 今 天 下 午 十 七 点 继 续 进 行,
cosyvoice_full_PCP2_0024,full_sentence,CosyVoice-300M-SFT,PCP2_0024,real_news_000349,confirmed masked,cdrd_entity,sports_score,4-2,四比二,四减二,,四减二,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,王 曼 玉 四 减 二 逆 转 申 玉 斌 挺 进 决 赛 北 京 时 间 四 月 五 日 二 零 二 六 赛 季 澳 门 世 界 杯 女 单 半 决 赛 二 号 种 子 王 曼 玉 对 阵 韩 国 一 姐 申 玉 斌 比 赛 中 王 曼 玉 首 局 十 一 月 八 日 取 胜 后 连 丢 两 局 一 减 二 落 后 随 后 她 果 断 调 整 战 术 连 扳 三 局 最 终 以 四 减 二 逆 转 战 胜 申 玉 斌 成 功 晋 级 决 赛 今 晚 十 九 点 三 十 分 王 曼 玉 将 与 头 号 种 子 孙 以 莎 会 师 决 赛 争 夺 本 届 澳 门 世 界 杯 女 单 冠 军,
cosyvoice_full_PCP2_0025,full_sentence,CosyVoice-300M-SFT,PCP2_0025,real_news_000393,confirmed masked,cdrd_entity,sports_score,1-0,一比零,一减零,,一减零,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,热 刺 客 场 对 狼 队 遭 遇 三 连 败 联 赛 交 锋 六 场 不 胜 陷 保 级 困 境 北 京 时 间 四 月 二 十 五 日 二 十 二 点 英 超 第 三 十 四 轮 比 赛 保 级 球 队 热 刺 客 场 挑 战 狼 队 数 据 显 示 热 刺 近 六 次 联 赛 对 阵 狼 队 二 平 四 负 未 尝 一 胜 上 次 取 士 还 要 追 溯 到 二 零 二 二 年 八 月 主 场 一 减 零 击 败 对 手 客 场 方 面 热 刺 队 狼 队 已 遭 遇 三 连 败 此 前 十 六 次 做 客 莫 利 诺 克 斯 球 场 仅 输 三 场 热 刺 主 帅 德 兹 尔 比 与 狼 队 主 帅 埃 德 华 兹 此 前 交 手 各 胜 一 场,
cosyvoice_full_PCP2_0026,full_sentence,CosyVoice-300M-SFT,PCP2_0026,real_news_000413,confirmed masked,cdrd_entity,sports_score,0-3,零比三,零减三,,零减三,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,德 赫 亚 复 盘 惨 败 水 晶 宫 强 调 开 局 失 误 致 命 佛 罗 伦 萨 在 欧 鲜 联 八 分 之 一 决 赛 首 回 合 零 减 三 惨 败 水 晶 宫 门 将 德 赫 亚 赛 后 复 盘 指 出 球 队 开 局 二 十 到 三 十 分 钟 表 现 糟 糕 面 对 英 超 球 队 过 早 丢 掉 两 球 是 致 命 失 误 终 场 前 第 三 个 是 球 更 让 人 沮 丧 他 承 认 英 超 在 资 源 和 设 置 上 领 先 一 甲 但 认 为 下 半 场 球 队 表 现 不 错 若 能 把 握 进 球 机 会 比 赛 会 有 转 机 德 赫 亚 表 示 次 回 合 将 在 主 场 力 争 三 减 零 逆 转 同 时 强 调 要 专 注 联 赛 尽 快 远 离 降 绩 区,
cosyvoice_full_PCP2_0027,full_sentence,CosyVoice-300M-SFT,PCP2_0027,real_news_000430,confirmed masked,cdrd_entity,sports_score,1-2,一比二,一减二,,一减二,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,阿 隆 减 戈 登 将 带 伤 出 战 掘 金 g 四 客 战 森 林 狼 球 队 一 减 二 落 后 判 扳 平 北 京 时 间 四 月 二 十 六 日 据 ESPI 名 记 上 报 道 掘 金 大 前 锋 阿 隆 减 格 登 将 带 伤 复 出 出 战 季 后 赛 首 人 第 四 场 客 战 森 林 狼 的 比 赛 此 前 g 三 比 赛 中 三 十 岁 的 戈 登 因 小 腿 受 伤 缺 阵 掘 金 以 九 十 六 减 一 百 一 十 三 惨 败 目 前 大 比 分 一 减 二 落 后 今 天 之 四 比 赛 北 京 时 间 中 日 八 点 三 十 分 开 打 对 于 掘 金 扳 平 系 列 赛 至 关 重 要,
cosyvoice_full_PCP2_0028,full_sentence,CosyVoice-300M-SFT,PCP2_0028,real_news_000439,confirmed masked,cdrd_entity,sports_score,3-0,三比零,三减零,,三减零,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,女 足 末 伦 战 朝 鲜 争 夺 小 组 通 名 北 京 时 间 三 月 六 日 女 足 亚 洲 杯 小 组 赛 第 二 轮 中 国 女 足 三 减 零 完 胜 乌 兹 别 克 斯 坦 提 前 锁 定 小 组 出 现 由 于 朝 鲜 女 足 五 减 零 大 胜 孟 加 拉 国 而 中 国 女 足 仅 以 二 减 零 取 胜 目 前 中 国 女 足 因 净 胜 穷 劣 势 暂 列 小 组 第 二 小 组 末 轮 中 国 女 足 将 于 北 京 时 间 三 月 九 日 十 七 点 直 接 对 阵 朝 鲜 女 足 获 胜 即 可 以 小 组 通 名 出 线,
cosyvoice_full_PCP2_0029,full_sentence,CosyVoice-300M-SFT,PCP2_0029,real_news_000415,confirmed masked,cdrd_entity,military_model,F-35,F三五,F负三五,,F负三十五,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,美 军 营 救 飞 行 员 失 败 多 架 飞 机 被 击 落 伊 朗 媒 体 报 道 称 美 军 营 救 飞 行 员 行 动 失 败 两 架 黑 鹰 直 升 机 和 一 架 c 负 一 百 三 十 运 输 机 被 击 中 伊 朗 民 众 纷 纷 拿 枪 上 山 搜 寻 美 军 飞 行 员 部 落 武 装 也 参 与 行 动 伊 朗 军 方 称 参 战 以 来 击 落 多 架 美 军 战 机 包 括 f 负 三 十 五 f 十 五 亿 等 装 备 损 失 超 过 二 十 亿 亿 亿 美 元 特 朗 普 威 胁 对 伊 朗 实 施 四 十 八 小 时 最 后 通 牒 并 抨 击 纽 约 时 报 和 北 约 伊 朗 回 应 称 这 反 映 了 美 方 的 无 助 和 紧 张 战 争 已 导 致 伊 朗 两 千 多 人 丧 生,
cosyvoice_full_PCP2_0030,full_sentence,CosyVoice-300M-SFT,PCP2_0030,real_news_000472,confirmed masked,cdrd_entity,military_model,F-15E,F一五E,F负十五E,,,no_predefined_form,True,other_no_exact_surface_recovery,F十五E omits the negative marker but is not the annotated F一五E form,美 军 搜 救 行 动 损 失 十 二 架 战 机 代 价 惨 重 美 军 一 架 f 十 五 e 战 斗 机 在 对 伊 朗 空 袭 任 务 中 被 击 落 两 名 飞 行 员 弹 射 跳 伞 后 美 伊 双 方 展 开 激 烈 搜 救 与 抓 捕 竞 赛 特 朗 普 宣 布 飞 行 员 获 救 且 无 人 员 伤 亡 但 伊 朗 军 方 公 布 美 军 在 搜 救 行 动 中 损 失 十 二 架 各 式 战 机 包 括 运 输 机 攻 击 机 直 升 机 和 无 人 机 美 方 被 迫 自 毁 无 法 起 飞 的 运 输 机 和 直 升 机 损 失 数 亿 美 元 装 备 此 次 事 件 暴 露 出 美 军 空 袭 作 战 问 题 伊 朗 防 空 能 力 融 拒 威 胁 后 续 行 动 风 险 加 大,
cosyvoice_full_PCP2_0031,full_sentence,CosyVoice-300M-SFT,PCP2_0031,real_news_000473,confirmed masked,cdrd_entity,military_model,F-15E,F一五E、F十五E,F负十五E,,,no_predefined_form,True,other_no_exact_surface_recovery,model span is garbled rather than exactly recovered,美 军 营 救 飞 行 员 出 动 一 百 五 十 五 架 飞 机 炸 毁 两 架 运 输 机 美 军 营 救 被 击 落 f two 十 五 亿 战 斗 机 第 二 名 飞 行 员 的 行 动 持 续 五 十 多 小 时 出 动 一 百 五 十 五 架 各 类 飞 机 和 数 百 名 人 员 特 朗 普 透 露 两 架 陷 入 沙 地 的 运 输 机 被 迫 炸 毁 一 方 先 进 装 备 落 入 伊 朗 手 中 此 次 行 动 中 美 军 一 架 a 负 十 攻 击 机 被 击 落 多 架 直 升 机 受 损 伊 朗 搜 捕 人 员 一 度 距 飞 行 员 藏 身 及 不 到 三 公 里 保 守 估 计 美 军 在 此 次 行 动 中 的 飞 机 损 失 超 过 四 亿 美 元 堪 称 美 国 历 史 上 最 大 胆 的 搜 救 行 动 之 一,
cosyvoice_full_PCP2_0033,full_sentence,CosyVoice-300M-SFT,PCP2_0033,real_news_000166,confirmed masked,cdrd_entity,military_model,运-20B,运二十B、运二零B,运负二十B,,运负二十B | 运负二十,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,歼 负 二 十 运 负 二 十 b 空 中 对 话 护 送 烈 士 归 国 四 月 二 十 二 日 上 午 赴 韩 建 营 第 十 三 批 在 韩 志 愿 军 烈 士 遗 骸 的 运 负 二 十 b 专 机 进 入 我 国 领 空 四 架 歼 负 二 十 迎 接 护 航 任 负 二 十 b 呼 号 荣 归 五 十 寓 意 一 九 五 零 年 出 征 的 英 雄 们 光 荣 回 家 肩 负 二 十 呼 号 红 鹰 代 表 传 承 与 力 量 进 入 领 空 后 两 型 战 机 进 行 空 中 对 话 表 达 对 先 烈 的 深 切 缅 怀 和 崇 高 敬 意 共 同 护 送 英 雄 回 家,
cosyvoice_full_PCP2_0034,full_sentence,CosyVoice-300M-SFT,PCP2_0034,real_news_000421,confirmed masked,cdrd_entity,military_model,B-2,B 二,B负二,,,no_predefined_form,True,other_no_exact_surface_recovery,B-2 span contains an extra letter and is not exactly recovered,杰 米 i 军 事 神 话 情 报 追 踪 才 是 关 键 美 国 和 以 色 列 二 月 二 十 八 日 联 合 打 击 伊 朗 致 哈 梅 内 伊 身 亡 行 动 后 网 上 流 传 大 量 文 章 宣 称 这 是 埃 主 岛 的 斩 首 行 动 涉 及 帕 兰 提 尔 科 模 型 和 安 东 利 尔 无 人 机 蜂 群 等 但 对 照 公 开 报 道 发 现 这 些 描 述 充 满 技 术 夸 大 和 事 实 曲 解 真 正 的 情 报 突 破 来 自 CI 数 月 的 人 力 情 报 追 踪 而 非 i 算 法 行 动 主 要 依 靠 传 统 军 事 力 量 以 色 列 出 动 两 百 架 战 机 美 军 动 用 f 负 三 十 五 BF 二 轰 炸 机 等 打 击 上 千 目 标 i 仅 在 情 报 分 析 等 环 节 起 辅 助 作 用 远 非 决 定 性 力 量 杀 死 哈 梅 内 伊 的 是 导 弹 和 情 报 而 非 人 工 智 能,
cosyvoice_full_PCP2_0035,full_sentence,CosyVoice-300M-SFT,PCP2_0035,real_news_000405,confirmed masked,cdrd_entity,military_model,F-18,F十八,F负十八,F十八,,surface_correct_only,False,exact_surface_correct_recovery,audited F-18 occurrence is transcribed exactly as F十八,特 朗 普 团 队 研 判 油 价 飙 升 至 两 百 美 元 特 朗 普 团 队 被 曝 研 判 油 价 飙 升 至 二 零 零 美 元 的 潜 在 影 响 白 宫 否 认 相 关 说 法 受 中 东 冲 突 影 响 国 际 油 价 已 上 涨 百 分 之 三 十 至 百 分 之 四 十 机 构 警 告 若 油 价 长 期 维 持 在 高 位 将 引 发 滞 涨 分 析 认 为 油 价 上 涨 以 推 高 通 涨 预 期 美 国 三 月 CPI 预 期 从 百 分 之 二 点 九 升 至 百 分 之 三 点 三 特 朗 普 称 油 价 上 涨 对 美 国 有 利 但 遭 民 主 党 批 评 与 此 同 时 伊 朗 以 色 列 冲 突 持 续 升 级 伊 朗 二 十 五 日 对 以 色 列 七 十 多 处 目 标 发 动 导 弹 打 击 并 声 称 击 落 美 军 f 十 八 战 机 美 军 否 认 相 关 说 法,
cosyvoice_full_PCP2_0037,full_sentence,CosyVoice-300M-SFT,PCP2_0037,real_news_000322,confirmed masked,cdrd_entity,military_model,F-16,F十六,F负十六,F十六,,surface_correct_only,False,exact_surface_correct_recovery,audited F-16 occurrence is transcribed exactly as F十六,美 军 战 机 加 油 机 运 输 机 大 规 模 增 援 中 东 地 区 美 国 持 续 在 中 东 地 区 进 行 军 事 集 结 亚 伯 拉 罕 林 肯 号 航 母 打 击 群 正 驶 往 该 地 区 五 角 大 楼 增 派 多 架 f 负 十 五 e 战 斗 机 运 输 机 和 加 油 机 目 前 有 三 个 f 负 十 五 亿 中 队 部 署 在 中 东 f 十 六 和 a 负 十 战 机 也 将 被 部 署 特 朗 普 表 示 不 排 除 对 伊 朗 采 取 军 事 行 动 的 可 能 性 伊 朗 外 交 部 长 则 敦 促 美 国 寻 求 外 交 途 径,
cosyvoice_full_PCP2_0049,full_sentence,CosyVoice-300M-SFT,PCP2_0049,real_news_000211,confirmed masked,cdrd_entity,quarter,2030,二零三十,两千零三十,,两千零三十,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,东 风 发 布 两 千 零 三 十 战 略 目 标 五 百 万 辆 概 念 车 EQ 减 瑞 尔 全 球 首 发 东 风 汽 车 在 两 千 零 二 十 六 北 京 车 展 发 布 东 方 风 气 两 千 零 三 十 战 略 计 划 目 标 到 二 零 三 零 年 全 球 销 量 冲 刺 五 百 万 辆 新 能 源 汽 车 销 量 占 比 超 百 分 之 七 十 海 外 销 量 占 比 冲 刺 百 分 之 四 十 同 时 推 出 天 元 智 能 天 际 明 探 天 际 扬 帆 三 大 行 动 计 划 构 建 四 大 协 同 生 态 发 布 会 上 承 袭 be q 二 四 零 军 工 基 因 的 东 风 EQ 减 尔 尔 概 念 车 全 球 首 发 搭 载 固 态 电 池 太 极 大 模 型 等 前 沿 技 术 重 新 定 义 清 微 野 智 能 出 行 标 准,
cosyvoice_full_PCP2_0055,full_sentence,CosyVoice-300M-SFT,PCP2_0055,real_news_000128,confirmed masked,cdrd_entity,hyphen_range,55%-60%,百分之五十五至百分之六十,百分之五十五负百分之六十,,,no_predefined_form,True,wrong_or_noncanonical_form_preserved,audited range retains the negative marker,台 积 电 业 绩 创 新 高 加 大 投 资 压 住 外 住 外 未 来 台 积 电 第 四 季 度 业 绩 创 新 高 收 入 同 比 增 长 百 分 之 二 十 点 四 五 至 一 点 零 五 万 亿 琴 台 币 全 年 收 入 增 长 百 分 之 三 十 一 点 六 零 三 纳 米 制 成 产 品 收 入 占 比 扩 大 至 百 分 之 二 十 八 高 性 能 计 算 仍 是 最 大 收 入 来 源 公 司 盈 利 能 力 超 预 期 第 四 季 毛 利 率 达 百 分 之 六 十 二 点 三 台 积 电 加 大 资 本 开 业 二 零 二 六 年 预 算 五 百 二 十 到 五 百 六 十 亿 美 元 主 要 用 于 先 进 制 程 技 术 公 司 看 好 a 发 展 前 景 预 计 二 零 二 四 到 二 零 二 九 年 i 加 速 器 收 入 年 负 荷 增 长 百 分 之 五 十 五 百 分 之 负 六 十,
cosyvoice_full_PCP2_0056,full_sentence,CosyVoice-300M-SFT,PCP2_0056,real_news_000285,confirmed masked,cdrd_entity,hyphen_range,190N·m,190牛·米,190Nm,,,no_predefined_form,True,other_no_exact_surface_recovery,unit span remains a partial letter rendering,长 安 启 源 q 零 五 上 市 八 万 起 售 高 性 价 比 纯 电 HUV 长 安 启 源 q 零 五 纯 电 HV 正 式 上 市 售 价 七 点 九 九 到 十 点 九 九 万 人 定 位 紧 凑 型 SUV 搭 载 宁 德 时 代 磷 酸 铁 锂 电 池 提 供 四 百 零 五 公 里 和 五 百 零 六 公 里 两 种 续 航 版 本 车 身 尺 寸 四 千 四 百 三 十 五 乘 一 千 八 百 五 十 五 乘 一 六 百 毫 米 轴 距 两 千 七 百 三 十 五 毫 米 空 间 利 用 率 高 达 百 分 之 八 十 六 点 六 搭 饰 简 约 实 用 配 备 高 清 中 控 屏 和 全 液 晶 仪 表 动 力 方 面 最 大 功 率 一 百 二 十 千 瓦 最 大 扭 矩 幺 九 零 n 安 驾 驶 体 验 灵 活,
cosyvoice_full_PCP2_0061,full_sentence,CosyVoice-300M-SFT,PCP2_0061,real_news_000141,confirmed masked,cdrd_entity,hyphen_range,40-50%,四十到百分之五十,四十减百分之五十,,四十减百分之五十,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,车 企 两 千 零 二 十 六 销 量 目 标 揭 秘 自 主 品 牌 海 外 扩 张 加 速 多 家 车 企 公 布 二 零 二 六 年 销 量 目 标 展 现 不 同 战 略 小 米 设 定 五 十 五 万 辆 目 标 注 重 提 高 交 付 速 度 比 亚 迪 瞄 准 海 外 市 场 计 划 销 量 达 一 百 五 十 到 一 百 六 十 万 台 未 来 预 期 四 十 减 百 分 之 五 十 增 长 将 全 面 升 级 车 银 平 台 传 统 豪 华 品 牌 在 华 销 量 下 滑 奔 驰 宝 马 预 估 二 零 二 六 年 国 产 车 型 销 量 不 足 五 十 万 辆 丰 田 借 助 中 国 技 术 反 弹 计 划 推 出 多 款 特 供 车 型 整 体 来 看 国 内 市 场 竞 争 加 剧 海 外 扩 张 成 为 自 主 品 牌 增 点,
cosyvoice_full_PCP2_0062,full_sentence,CosyVoice-300M-SFT,PCP2_0062,real_news_000335,confirmed masked,cdrd_entity,hyphen_range,2026至2028,二零二六至二零二八年,两千零二十六至二零二八年,,两千零二十六至二零二八年,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,open 一 携 手 cabbross 打 造 大 规 模 i 推 理 系 统 open i 与 cabbrous 达 成 合 作 协 议 计 划 在 两 千 零 二 十 六 至 二 零 二 八 年 间 将 七 五 零 MW 规 模 的 cybrss 芯 片 纳 入 i 推 理 计 算 资 源 库 这 一 合 作 旨 在 显 著 缩 短 i 服 务 响 应 时 间 实 现 实 施 交 互 体 验 使 用 户 能 够 利 用 IE 完 成 更 多 操 作 并 处 理 更 高 价 值 的 工 作 负 载,
cosyvoice_full_PCP2_0064,full_sentence,CosyVoice-300M-SFT,PCP2_0064,real_news_000140,confirmed masked,cdrd_entity,hyphen_range,737-8,七三七 八,七百三十七减八,,七百三十七减八 | 减,negative_only,False,wrong_or_noncanonical_form_preserved,predefined negative reading occurs at the audited span,越 航 订 购 五 十 架 波 音 七 百 三 十 七 减 八 机 队 规 模 将 扩 大 越 南 航 空 签 署 协 议 订 购 五 十 架 波 音 七 百 三 十 七 减 八 窄 起 客 机 计 划 于 二 零 三 零 到 二 零 三 二 年 接 收 这 批 飞 机 将 主 要 直 飞 国 内 和 亚 洲 区 航 线 到 二 零 三 零 年 越 航 机 队 规 模 预 计 扩 大 至 约 一 百 五 十 一 架 同 时 越 航 还 与 波 音 公 司 讨 论 了 投 资 三 十 架 宽 体 客 机 的 计 划 预 计 总 价 值 超 一 百 二 十 亿 美 元 未 来 五 年 越 航 目 标 是 关 键 运 营 指 标 实 现 两 位 数 年 均 增 港 率,
