item_id,tts_system,probe_candidate_id,human_audit_outcome,cdrd_label,primary_type,target_span,expected_reading,human_heard_reading,surface_hits,negative_hits,automatic_asr_relation,reviewed_qwen_relation,transcript_review_note,asr_text,detected_language,error
cosyvoice_full_PCP2_0065,CosyVoice-300M-SFT,PCP2_0065,confirmed masked,cdrd_entity,hyphen_range,2026至2028年,二零二六至二零二八年,二千零二十六至二零二八年,2026至2028年,,surface_correct_only,exact_surface_correct_recovery,canonical year-range form appears at the audited occurrence,股价暴涨超两倍，战略资源话语权凸显。钨价 2025 年暴涨超 220%，远超同期黄金表现。东大作为全球最大钨资源供应国，储量占全球 52%，产量占 83%，话语权突出。供给端受开采指标缩减、矿石品位下降及出口管制政策压制，海外短期难以替代。需求端新能源、军工、半导体等领域保持强劲增长，光伏、丝和水电工程带来新增量。机构预测 2026 至 2028 年全球钨供需缺口将持续扩大至 1.9 万吨左右。相关钨企股价已大幅上涨，张源钨业涨幅近五倍，需警惕追高风险。,Chinese,
cosyvoice_full_PCP2_0070,CosyVoice-300M-SFT,PCP2_0070,confirmed masked,cdrd_entity,hyphen_range,2023至2025年,二零二三到二零二五年,二千零二十三到二零二五年,,,no_predefined_form,wrong_or_noncanonical_form_preserved,noncanonical year reading remains at the audited occurrence,重庆农商行连续三年减员，人均创利破八十七万。重庆农商银行自二零一六年突破一点六万人后持续减员，十年间累计减少一千九百七十九人，降幅百分之十二点一八。其中两千零二十三至二零二五年连续三年减员。与员工数量下降形成鲜明对比的是，该行人均效能稳步提升，二零二五年人均创收突破两百万元，人均创利达到八十七点零六万元，十年间分别增长百分之五十点三零和百分之七十六点七七。薪酬方面，该行二零二五年人均税前薪酬为二十七点四一万元，同比增长百分之二点四七。此外，该行近三年累计追索扣回绩效薪酬百二十二点八三万元。,Chinese,
cosyvoice_full_PCP2_0075,CosyVoice-300M-SFT,PCP2_0075,confirmed masked,cdrd_entity,hyphen_range,5.5%-7.5%,百分之五点五到百分之七点五,百分之五点五负百分之七点五,,,no_predefined_form,wrong_or_noncanonical_form_preserved,negative range reading remains in the transcript,保时捷公布两千零二十六财年业绩预警目标。保时捷新任CEO洛明凯在二零二六年度新闻发布会上公布换新战略，提出更精简、更迅捷、更具魅力的核心目标。两千零二十五财年，集团营收三百六十二点七亿欧元，销售回报率百分之一点一，约三十九亿欧元。特殊支出导致盈利下滑。尽管业绩承压，全年交付新车超二十七点九万辆，纯电车型占比百分之二十二点二。保时捷预计两千零二十六财年营收三百五十到三百六十亿欧元，销售回报率百分之五点五，百分之负七点五，并将推出多款新车型，拓展高利润细分市场。,Chinese,
cosyvoice_full_PCP2_0077,CosyVoice-300M-SFT,PCP2_0077,confirmed masked,cdrd_entity,hyphen_range,3-0,三比零,三减零,三比零,三减零,surface_and_negative,wrong_or_noncanonical_form_preserved,headline occurrence remains 三减零; a later body occurrence is canonical,罗马社交媒体回顾零七到零八赛季客场三减零胜帕尔马，托蒂参与配合曼奇尼破门。罗马明天将在塔尔迪尼球场迎战防守稳固的帕尔马。赛前，罗马官方社交媒体回顾了两千零七至二零零八赛季客场三比零大胜帕尔马的经典进球，当时托蒂参与进攻配合，最终由曼奇尼巧妙破门得分。罗马希望从这段历史中汲取力量，攻破奎斯塔执教的帕尔马防线。,Chinese,
cosyvoice_full_PCP2_0080,CosyVoice-300M-SFT,PCP2_0080,confirmed masked,cdrd_polyphone,kw_kwh,70kWh,七十千瓦时,七十千瓦h,,七十千瓦h,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,理想汽车二零二六年新战略 L9升级剑指高端市场。理想汽车计划二零二六年实现约五十五万辆销量，增长百分之四十。新一代 L9 将成为重点车型，尺寸更大，底盘升级，搭载七十千瓦 h 以上增程电池，纯电续航超四百公里。L9 还将首次搭载自研智驾芯片 M100，采用大联屏和高通新一代车载芯片。理想迈翼纯电 P U V 也将升级，但公司重心仍在增程市场。二零二六年可能只推出一款全新纯电 SUV。,Chinese,
cosyvoice_full_PCP2_0081,CosyVoice-300M-SFT,PCP2_0081,confirmed masked,non_cdrd,kw_kwh,200N·m,二百牛米,二百nm,,,no_predefined_form,wrong_or_noncanonical_form_preserved,unit-letter reading remains noncanonical,蔚来纯电小车萤火虫交付量突破四万台，蔚来纯电小车飞飞萤火虫已达成四万台交付。该车于二零二五年四月上市，官方指导价十一点九八到十二点五八万元。萤火虫长四千零三毫米，宽一千七百八十一毫米，高一千五百五十七毫米，轴距两千六百一十五毫米，配备四十二千瓦时电池，收梯续航四百二十公里，最大功率一百零五千瓦，最大扭矩二零零Nm，最高车速每小时一百五十公里。蔚来近期宣布第一百万台量产车下线，并制定了二零二六年经营规划。,Chinese,
cosyvoice_full_PCP2_0082,CosyVoice-300M-SFT,PCP2_0082,confirmed masked,non_cdrd,kw_kwh,57.545kWh,五十七点五四五千瓦时,五十七点五四五千瓦h,,五十七点五四五千瓦h,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,比亚迪第三代元PLUS北京车展首发。比亚迪王朝网销售事业部总经理陆天透露，第三代元PLUS将于两千零二十六北京车展全球首发，定位元力智趣闪充SUV。新车将搭载五十七点五四五千瓦h和六十八点五四七千瓦h两种容量电池包，CTC纯电续航分别为五百四十公里和六百三十公里。车身尺寸长宽高为四千六百六十五乘一千八百九十五乘一六百七十五毫米，轴距两千七百七十毫米，搭载后置单电机系统，提供两百千瓦和两百四十千瓦两种功率，有望配备第二代刀片电池及比亚迪闪充技术。,Chinese,
cosyvoice_full_PCP2_0083,CosyVoice-300M-SFT,PCP2_0083,confirmed masked,non_cdrd,kw_kwh,52.1kWh,五十二点一千瓦时,五十二点一千瓦h,五十二点一千瓦时,,surface_correct_only,exact_surface_correct_recovery,canonical unit reading appears at the audited occurrence,智己八官图亮相，纯电续航最高三百三十五公里。智己黑八官方图片曝光，定位中大型SUV，预计二零二六年第一季度首发。新车延续家族设计语言，配备激光雷达。车身尺寸为五千零八十五毫米，卧两千毫米，卧一千八百一十七毫米，轴距三千零六十毫米。动力系统采用增程式，搭载一点五T发动机和两百三十千瓦电动机，电池提供五十二点一千瓦时和六十五点九千瓦时两种容量，纯电续航最高三百三十五公里。新车将提供五座和六座版本，多种配置可选。,Chinese,
cosyvoice_full_PCP2_0086,CosyVoice-300M-SFT,PCP2_0086,confirmed masked,non_cdrd,kw_kwh,500Nm,五百牛米,五零零nm,500Nm,,surface_correct_only,exact_surface_correct_recovery,written target form is restored despite the wrong spoken digit-letter reading,上奥迪 e 7x 新车亮相，矩形尾灯设计抢眼。上汽奥迪发布新车 e 7x，高展示了矩形尾灯设计。这款纯电 SUV 计划 2026 年北京车展亮相并上市。外观融合奥迪品牌基因和 e 5 Sportback 设计语言，配备数字矩阵 LED 大灯。车身尺寸为 5049x2002x1708 毫米，轴距 3060 毫米。动力方面提供 300 千瓦和 500 千瓦两种版本，峰值扭矩分别为 500 Nm 和 800 Nm。具体价格和上市时间尚未公布。,Chinese,
cosyvoice_full_PCP2_0088,CosyVoice-300M-SFT,PCP2_0088,confirmed masked,cdrd_polyphone,kw_kwh,113kWh,一百一十三千瓦时,一百一十三千瓦h,,,no_predefined_form,exact_surface_correct_recovery,canonical unit reading appears at the audited occurrence,保时捷韩国市场战略升级，电动车采用本土电芯。保时捷韩国公司宣布，其电动车将全面采用韩国电池企业电芯。该公司2025年交付新车10746辆，同比增长约30%。韩国市场已成为保时捷全球第五大市场。目前在售的三款纯电车型中，Taycan使用LG能源解决方案电池，Cayenne纯电将搭载基于LG电芯的113千瓦时电池模块。Macan纯电2026年款已将电池供应商从宁德时代更换为三星SDI。保时捷韩国计划2026年推出多达四款新车型和十个以上配置版本。,Chinese,
cosyvoice_full_PCP2_0091,CosyVoice-300M-SFT,PCP2_0091,confirmed masked,non_cdrd,kw_kwh,45.06kWh,四十五点零六千瓦时,四十五点零六千瓦h,,四十五点零六千瓦h,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,阿维塔零六T参数曝光，搭载华为新一代激光雷达。阿维塔零六T车型参数公布，车身尺寸为四千九百四十毫米×一千九百六十毫米×一千四百七十五毫米，轴距两千九百四十毫米。该车搭载华为新一代激光雷达，全系标配分布式左右双驱技术。纯电版提供四驱三点机和后驱双电机两种配置。电池方面，增程版标配四十五点零六千瓦h电池，纯电版新增八十九点三三千瓦h电池，小T系续航里程分别超三百三十公里和七百四十公里。,Chinese,
cosyvoice_full_PCP2_0095,CosyVoice-300M-SFT,PCP2_0095,confirmed masked,cdrd_polyphone,voltage,650V,六百五十伏,六五零v,650V,,surface_correct_only,exact_surface_correct_recovery,written voltage form is restored at the audited occurrence,三安光电碳化硅芯片赋能AI算力革命，在AI算力爆炸时代，传统硅基电源已成算力增长瓶颈。三光电凭借二十余年积淀，构建起从长晶到芯片制造的碳化硅全产业链，推出覆盖650V至2000V全电压梯度产品矩阵。其碳化硅芯片已成功导入维帝、技术、台达等全球头部电源厂商供应链，并实现稳定量产，显著提升电源效率与功率密度。公司坚持碳化硅与氮化对双技术路线，并与意法半导体合作建设八英寸产线，以全链自主可控推动F7电源国产化替代进程。,Chinese,
cosyvoice_full_PCP2_0096,CosyVoice-300M-SFT,PCP2_0096,confirmed masked,cdrd_polyphone,voltage,900V,九百伏,九零零V,,九零零V,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,百万豪车溢价逻辑瓦解，中国品牌四十万以上市场份额从百分之一点八飙至百分之四十点九。北京车展上，中国品牌高端SUV集中亮相，线控转向、九零零V高压架构等百万级技术成为标配。数据显示，自主品牌在四十万元以上市场份额已从二零二一年的百分之一点八跃升至百分之四十点九。而宝马、奔驰、奥迪二零二五年在华销量合计下滑至一百八十一点八万辆，回到二零七年水平。传统豪车品牌靠车标溢价的逻辑正在瓦解，中国品牌凭借硬核技术和体验设计重新定义豪华，消费者更愿意为实际体验而非空洞符号买单。,Chinese,
cosyvoice_full_PCP2_0097,CosyVoice-300M-SFT,PCP2_0097,confirmed masked,cdrd_polyphone,voltage,800V,八百伏,八零零V,,八零零V,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,国产三代半导体突围全球市场布局提速。二零二六年以来，国产第三代半导体企业加速突围，从技术追随者转向规则制定者。天岳先进主导的碳化硅国家标准正式发布，士兰微八英寸碳化硅产线通线，英诺赛科氮化铝产品成为国半数英伟达合作伙伴首选。企业密集扩产高端产线，华润微、扬杰科技等加速布局车规级和FPGA领域。新能源汽车八零零V平台推动碳化硅替代加速，I数据中心成为新增长引擎。尽管面临产能过剩的挑战，但在技术创新和生态协同驱动下，全球碳化硅市场规模预计二零三零年将达两百二十亿美元。国产功率半导体正迎来高质量发展新周期。,Chinese,
cosyvoice_full_PCP2_0100,CosyVoice-300M-SFT,PCP2_0100,confirmed masked,non_cdrd,voltage,420V,四百二十伏,四零零V,,四零零V,negative_only,wrong_or_noncanonical_form_preserved,predefined negative reading is present,联力 SX 一千两百 P 电源将统一配一百零五摄氏度四二零 V 日系主电容，四零零 V 用户可免费换新或零五十元补偿。联力官方宣布，SX 一千两百 P 电源后续将统一配一百零五摄氏度四二零 V 全日系主电容。此前该产品因主电容混用且存在四二零 V 和四零零 V 两种耐压规格，引发用户担忧。虽然联力表示四零零 V 规格符合性能要求和安全认证，但为回应用户期待，针对已购买四零零 V 规格产品的用户推出补偿方案，可免费更换四二零 V 规格新版电源，或领取五十元联力关怀金。申请有效期至二零二六年六月三十日。,Chinese,
cosyvoice_full_PCP2_0101,CosyVoice-300M-SFT,PCP2_0101,confirmed masked,non_cdrd,voltage,900V,九百伏,九零零v,900V,,surface_correct_only,exact_surface_correct_recovery,written voltage form is restored at the audited occurrence,别克致敬世家纯电版曝光，900V架构超快充。别克致敬世家纯电版谍照曝光，采用900V架构，十分钟可补能超400公里。外观特征包括封闭格栅前脸和新款轮毂设计。车身尺寸为两百分之五千两百六十一分之零八百三十五毫米，轴距三千一百六十毫米。搭载前后双电机，续航里程六零幺或六百三十二公里。基于奥特能2.0平台打造，具备高安全性。预计二零二六年上半年发布，有望成为首款搭载900V正六C系统的MPV。,Chinese,
